BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6468,4, ,B9,8882 20TH   AVENUE, ,11214,2,0,2,"1,980","1,993",1945, 	1 ,B9," $	740,000.00 ",12/14/17
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6468,15, ,B9,8914 20TH AVENUE, ,11214,2,0,2,"2,280","1,993",1945, 	1 ,B9, $	-00.00 ,11/18/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6362,71, ,C0,8666 16TH AVENUE, ,11214,3,0,3,"1,533","3,340",1899, 	1 ,C0, $	-00.00 ,2/13/18
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6366,13, ,C0,8665 17 AVENUE, ,11214,3,0,3,"1,933","2,880",1920, 	1 ,C0," $	990,000.00 ",3/3/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6370,16, ,C0,91 BAY 19TH STREET, ,11214,3,0,3,"1,187","1,440",1925, 	1 ,C0, $	-00.00 ,2/15/18
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6370,85, ,C0,78 BAY 20TH STREET, ,11214,3,0,3,"2,978","3,456",1930, 	1 ,C0, $	-00.00 ,6/27/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6372,40, ,C0,8623 19TH   AVENUE, ,11214,3,0,3,"3,867","3,277",1930, 	1 ,C0, $	-00.00 ,5/11/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6372,40, ,C0,8623 19 AVENUE, ,11214,3,0,3,"3,867","3,277",1930, 	1 ,C0, $	-00.00 ,4/24/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6372,40, ,C0,8623 19TH   AVENUE, ,11214,3,0,3,"3,867","3,277",1930, 	1 ,C0, $	-00.00 ,3/9/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6373,62, ,C0,24 BAY 23RD STREET, ,11214,3,0,3,"3,867","3,627",1930, 	1 ,C0," $	1,470,000.00 ",3/28/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6374,43, ,C0,19 BAY 23RD STREET, ,11214,3,0,3,"3,867","3,785",1910, 	1 ,C0, $	-00.00 ,10/26/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6374,43, ,C0,19 BAY 23RD STREET, ,11214,3,0,3,"3,867","3,785",1910, 	1 ,C0, $	-00.00 ,4/4/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6374,60, ,C0,8620 20TH AVENUE, ,11214,3,0,3,"3,867","3,075",1920, 	1 ,C0, $	-00.00 ,5/4/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6376,18, ,C0,57 BAY 25TH STREET, ,11214,3,0,3,"2,900","2,272",1988, 	1 ,C0, $	-00.00 ,1/26/18
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6376,18, ,C0,57 BAY 25TH STREET, ,11214,3,0,3,"2,900","2,272",1988, 	1 ,C0, $	-00.00 ,1/26/18
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6377,68, ,C0,8660 21ST AVENUE, ,11214,3,0,3,"3,000","3,141",1992, 	1 ,C0, $	-00.00 ,9/12/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6379,34, ,C0,15 BAY 28TH   STREET, ,11214,3,0,3,"2,900","3,327",1960, 	1 ,C0, $	-00.00 ,2/27/18
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6380,56, ,C0,8630 BAY PARKWAY, ,11214,3,0,3,"1,917","3,078",1960, 	1 ,C0," $	1,288,000.00 ",5/26/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6392,30, ,C0,111 BAY 7TH   STREET, ,11228,3,0,3,"2,280","3,240",1930, 	1 ,C0," $	600,000.00 ",4/8/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6392,45, ,C0,88 BAY 8TH   STREET, ,11228,3,0,3,"2,248","2,970",1930, 	1 ,C0," $	930,000.00 ",3/16/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6394,30, ,C0,8709 15TH AVENUE, ,11228,3,0,3,"2,336","2,160",1940, 	1 ,C0," $	1,200,000.00 ",7/11/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6394,57, ,C0,126 BAY 10TH   STREET, ,11228,3,0,3,"2,320","2,000",1940, 	1 ,C0, $	-00.00 ,12/11/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6395,44, ,C0,88 BAY 11TH STREET, ,11228,3,0,3,"1,836","1,920",1935, 	1 ,C0, $	-00.00 ,8/21/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6395,49, ,C0,102 BAY 11TH STREET, ,11228,3,0,3,"2,368","2,480",1935, 	1 ,C0," $	1,300,000.00 ",9/20/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6395,49, ,C0,102 BAY 11TH  STREET, ,11228,3,0,3,"2,368","2,480",1935, 	1 ,C0, $	-00.00 ,6/8/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6399,14, ,C0,149 BAY 14TH STREET, ,11214,3,0,3,"3,360","1,800",1930, 	1 ,C0, $	-00.00 ,7/1/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6399,67, ,C0,8746 17TH   AVENUE, ,11214,3,0,3,"5,742","4,194",1915, 	1 ,C0," $	1,300,000.00 ",10/23/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6406,15, ,C0,8721 19TH   AVENUE, ,11214,3,0,3,"3,476","4,711",1935, 	1 ,C0, $	-00.00 ,9/14/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6406,15, ,C0,8721-8729 19TH   AVENUE, ,11214,3,0,3,"3,476","4,711",1935, 	1 ,C0," $	2,375,000.00 ",5/16/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6411,60, ,C0,8734 21ST AVENUE, ,11214,3,0,3,"1,940","2,728",1987, 	1 ,C0," $	100,000.00 ",9/12/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6414,26, ,C0,119 BAY 29TH   STREET, ,11214,3,0,3,"2,900","3,866",2008, 	1 ,C0, $	-00.00 ,1/26/18
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6429,20, ,C0,211 BAY 11 STREET, ,11228,3,0,3,"1,840","1,691",1950, 	1 ,C0," $	840,000.00 ",9/22/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6430,9, ,C0,8837 16TH AVENUE, ,11214,3,0,3,"1,760","2,620",1950, 	1 ,C0, $	-00.00 ,7/24/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6430,63, ,C0,220 BAY 13TH STREET, ,11214,3,0,3,"3,342","3,112",1935, 	1 ,C0," $	1,800,000.00 ",3/7/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6433,48, ,C0,8800 BAY 16TH STREET, ,11214,3,0,3,"3,383","2,561",1920, 	1 ,C0, $	-00.00 ,7/19/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6435,12, ,C0,209 BAY 17TH   STREET, ,11214,3,0,3,"1,938","2,840",2016, 	1 ,C0," $	1,456,097.00 ",3/23/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6435,13, ,C0,207 BAY 17TH   STREET, ,11214,3,0,3,"1,938","2,840",2015, 	1 ,C0, $	-00.00 ,12/28/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6435,13, ,C0,207 BAY 17TH   STREET, ,11214,3,0,3,"1,938","2,840",2015, 	1 ,C0," $	1,476,462.00 ",3/21/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6435,21, ,C0,187 BAY 17TH   STREET, ,11214,3,0,3,"2,812","4,215",1997, 	1 ,C0," $	1,800,000.00 ",7/12/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6436,42, ,C0,192 BAY 19TH   STREET, ,11214,3,0,3,"1,207","2,286",1920, 	1 ,C0," $	308,800.00 ",1/12/18
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6436,44, ,C0,196 BAY 19TH   STREET, ,11214,3,0,3,"1,651","2,508",1920, 	1 ,C0," $	980,000.00 ",11/9/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6437,49, ,C0,212 BAY 20TH   STREET, ,11214,3,0,3,"1,973","2,640",1920, 	1 ,C0," $	1,450,000.00 ",2/13/18
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6438,20, ,C0,193 BAY 20TH   STREET, ,11214,3,0,3,"1,757","3,120",1901, 	1 ,C0," $	10,000.00 ",1/30/18
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6438,23, ,C0,187 BAY 20TH STREET, ,11214,3,0,3,"1,933","3,120",1901, 	1 ,C0, $	-00.00 ,5/24/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6439,19, ,C0,8793 19TH   AVENUE, ,11214,3,0,3,"1,933","3,213",1910, 	1 ,C0, $	10.00 ,7/6/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6440,2, ,C0,1943 CROPSEY AVENUE, ,11214,3,0,3,"1,602","3,375",1920, 	1 ,C0, $	-00.00 ,10/16/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6443,50, ,C0,202 BAY 26TH STREET, ,11214,3,0,3,"2,352","2,510",1950, 	1 ,C0, $	-00.00 ,3/3/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6444,1, ,C0,8818 21ST AVENUE, ,11214,3,0,3,"3,007","3,430",1975, 	1 ,C0, $	-00.00 ,3/24/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6446,7, ,C0,219 BAY 28TH STREET, ,11214,3,0,3,"2,625","3,661",1970, 	1 ,C0," $	1,260,000.00 ",3/31/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6447,38, ,C0,8780 BAY PARKWAY, ,11214,3,0,3,"1,933","2,860",1970, 	1 ,C0, $	-00.00 ,8/30/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6459,15, ,C0,319 BAY 8TH STREET, ,11228,3,0,3,"2,845","3,321",1998, 	1 ,C0," $	1,550,000.00 ",12/5/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6460,32, ,C0,8877 15TH   AVENUE, ,11228,3,0,3,"1,933","3,162",1930, 	1 ,C0," $	1,218,000.00 ",6/23/17
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6462,20, ,C0,8845 17TH AVENUE, ,11214,3,0,3,"2,929","2,112",1994, 	1 ,C0," $	460,000.00 ",10/31/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6367,1014, ,R3,8657 BAY 16TH STREET,2B,11214,1,0,1,0,0,0, 	1 ,R3," $	515,000.00 ",6/27/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6367,1015, ,R3,8657 BAY 16TH   STREET,3B,11214,1,0,1,0,0,0, 	1 ,R3," $	650,000.00 ",10/18/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6370,1207, ,R3,70 BAY 20TH STREET,3A,11214,1,0,1,0,0,2007, 	1 ,R3," $	649,000.00 ",10/5/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6371,1007, ,R3,57 BAY 20TH STREET,1C,11214,1,0,1,0,0,2012, 	1 ,R3," $	750,000.00 ",1/8/18
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6371,1009, ,R3,57 BAY 20TH STREET,3C,11214,1,0,1,0,0,2012, 	1 ,R3," $	658,000.00 ",9/28/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6376,1002, ,R3,28 BAY 26TH   STREET,102,11214,1,0,1,0,0,0, 	1 ,R3," $	650,000.00 ",9/21/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6376,1004, ,R3,24 BAY 26TH   STREET,201,11214,1,0,1,0,0,0, 	1 ,R3, $	-00.00 ,3/30/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6377,1001, ,R3,33 BAY 26TH STREET,B1,11214,1,0,1,0,0,2015, 	1 ,R3," $	388,000.00 ",1/18/18
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6400,1005, ,R3,8729 17TH AVENUE,2B,11214,1,0,1,0,0,0, 	1 ,R3," $	550,000.00 ",11/29/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6400,1118, ,R3,8730 BAY 16TH   STREET,2C,11214,1,0,1,0,0,2007, 	1 ,R3," $	610,000.00 ",4/10/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6400,1122, ,R3,8732 BAY 16TH   STREET,1D,11214,1,0,1,0,0,2007, 	1 ,R3," $	670,000.00 ",5/22/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6411,1204, ,R3,2058 BENSON AVENUE,1B,11214,1,0,1,0,0,2004, 	1 ,R3," $	750,000.00 ",12/14/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6412,1015, ,R3,2120 BENSON AVENUE,3C,11214,1,0,1,0,0,2006, 	1 ,R3," $	550,000.00 ",5/1/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6425,1102, ,R3,227 BAY 7TH   STREET,2C,11228,1,0,1,0,0,0, 	1 ,R3," $	625,000.00 ",11/21/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6434,1026, ,R3,188 BAY 17TH   STREET,3E,11214,1,0,1,0,0,2007, 	1 ,R3," $	625,000.00 ",7/11/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6434,1032, ,R3,192 BAY 17TH   STREET,3F,11214,1,0,1,0,0,2007, 	1 ,R3," $	635,000.00 ",4/25/17
3,BATH BEACH,04 TAX CLASS 1 CONDOS                      ,1A,6437,1114, ,R3,187 BAY 19TH   STREET,B202,11214,1,0,1,0,0,0, 	1 ,R3," $	760,000.00 ",9/15/17
3,BATH BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,6461,404, ,V0,253 BAY 14TH   STREET, ,11214,0,0,0,970,0,0, 	1 ,V0, $	-00.00 ,1/11/18
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6365,11, ,C2,69 BAY 14TH STREET,6,11214,6,0,6,"3,466","3,708",1910, 	2 ,C2," $	500,000.00 ",8/29/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6372,59, ,C3,18 BAY 22,4,11214,4,0,4,"2,900","3,520",1923, 	2 ,C3, $	-00.00 ,8/8/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6373,21, ,C3,71 BAY 22ND STREET,4,11214,4,0,4,"2,610","3,344",1925, 	2 ,C3, $	-00.00 ,5/25/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6374,29, ,C3,55 BAY 23RD STREET,4,11214,4,0,4,"2,998","3,175",1923, 	2 ,C3, $	-00.00 ,5/31/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6377,69, ,C3,8662 21ST AVE,4,11214,4,0,4,"2,433","3,072",1926, 	2 ,C3," $	850,000.00 ",9/1/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6404,20, ,C3,1814 BENSON AVENUE, ,11214,4,0,4,"2,400","3,040",1927, 	2 ,C3, $	-00.00 ,5/19/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6404,22, ,C3,1818 BENSON AVENUE,4,11214,4,0,4,"2,500","3,040",1924, 	2 ,C3, $	-00.00 ,10/31/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6404,24, ,C3,1820 BENSON AVENUE,4,11214,4,0,4,"3,000","2,640",1924, 	2 ,C3, $	-00.00 ,11/15/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6406,43, ,C2,150 BAY 22ND STREET,6,11214,6,0,6,"4,830","3,600",1925, 	2 ,C2," $	1,250,000.00 ",12/22/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2A,6437,43, ,C3,190 BAY 20TH   STREET,4,11214,4,0,4,"3,517","3,000",1926, 	2 ,C3," $	1,520,000.00 ",12/12/17
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2,6445,9, ,C1,2107 CROPSEY AVENUE, ,11214,16,0,16,"3,280","11,520",1925, 	2 ,C1," $	2,900,000.00 ",1/16/18
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS             ,2,6446,1, ,C1,2137-2153 CROPSEY AVENUE, ,11214,41,0,41,"14,125","43,600",1921, 	2 ,C1, $	-00.00 ,8/15/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"1259 SHORE PARKWAY, 2B", ,11214,0,0,0,0,0,1949, 	2 ,C6," $	210,000.00 ",4/13/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"8873 BAY 16TH STREET, D2", ,11214,0,0,0,0,0,1949, 	2 ,C6," $	320,000.00 ",5/10/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"1259 SHORE PARKWAY, 1A", ,11214,0,0,0,0,0,1949, 	2 ,C6," $	232,000.00 ",6/29/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"1265 SHORE PARKWAY, A3", ,11214,0,0,0,0,0,1949, 	2 ,C6," $	262,626.00 ",9/12/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"290 BAY 17TH   STREET, 3C", ,11214,0,0,0,0,0,1949, 	2 ,C6," $	255,000.00 ",9/18/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"268 BAY 17TH STREET, B1", ,11214,0,0,0,0,0,1949, 	2 ,C6," $	260,000.00 ",9/25/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"8895 BAY 16TH STREET, 2C", ,11214,0,0,0,0,0,1949, 	2 ,C6," $	275,000.00 ",10/13/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"8909 BAY 16TH STREET, 3D", ,11214,0,0,0,0,0,1949, 	2 ,C6, $	-00.00 ,12/19/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6462,40, ,C6,"8909 BAY 16TH STREET, 1A", ,11214,0,0,0,0,0,1949, 	2 ,C6," $	235,000.00 ",8/31/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6463,143, ,C6,"306 BAY 19TH STREET, A", ,11214,0,0,0,0,0,1949, 	2 ,C6," $	380,250.00 ",6/6/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6463,143, ,C6,"292 BAY 19TH STREET, 1A", ,11214,0,0,0,0,0,1949, 	2 ,C6," $	290,000.00 ",11/16/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6464,1, ,C6,"271 BAY 19TH STREET, B", ,11214,0,0,0,0,0,1946, 	2 ,C6," $	350,000.00 ",3/23/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6464,1, ,C6,"289 BAY 19TH STREET, A", ,11214,0,0,0,0,0,1946, 	2 ,C6," $	285,000.00 ",11/20/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6464,1, ,C6,"265 BAY 19TH STREET, A", ,11214,0,0,0,0,0,1946, 	2 ,C6," $	290,000.00 ",1/24/18
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6480,6, ,C6,"1013 SHORE PARKWAY, 2B", ,11228,0,0,0,0,0,1950, 	2 ,C6, $	-00.00 ,5/12/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6485,3, ,C6,"8971 15TH AVENUE, 2B", ,11228,0,0,0,0,0,1950, 	2 ,C6," $	310,000.00 ",7/31/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6485,3, ,C6,"1543 INDEPENDENCE AVENUE, 2B", ,11228,0,0,0,0,0,1950, 	2 ,C6," $	291,573.00 ",8/22/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6485,3, ,C6,"1523 INDEPENDENCE AVENUE, 2B", ,11228,0,0,0,0,0,1950, 	2 ,C6," $	277,877.00 ",10/4/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6485,3, ,C6,"1071 SHORE PARKWAY, 1B", ,11228,0,0,0,0,0,1950, 	2 ,C6," $	435,000.00 ",11/14/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6485,3, ,C6,"1087 SHORE PARKWAY, 1B", ,11228,0,0,0,0,0,1950, 	2 ,C6," $	260,000.00 ",12/14/17
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6485,3, ,C6,"1547 INDEPENDENCE AVE, 2B", ,11228,0,0,0,0,0,1950, 	2 ,C6," $	330,000.00 ",2/1/18
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS               ,2,6485,3, ,C6,"1055 SHORE PARKWAY, 2B", ,11228,0,0,0,0,0,1950, 	2 ,C6, $	-00.00 ,2/16/18
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,6379,50, ,D4,"30 BAY 29TH STREET, 6L", ,11214,0,0,0,0,0,1960, 	2 ,D4," $	399,000.00 ",8/9/17
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,6447,1, ,D4,"8814 BAY PARKWAY, 3E", ,11214,0,0,0,0,0,1928, 	2 ,D4," $	260,000.00 ",5/23/17
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,6447,1, ,D4,"8814 BAY PARKWAY, 5M", ,11214,0,0,0,0,0,1928, 	2 ,D4," $	210,000.00 ",1/10/18
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,6447,1, ,D4,"8814 BAY PARKWAY, 5A", ,11214,0,0,0,0,0,1928, 	2 ,D4," $	245,000.00 ",1/16/18
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,6447,1, ,D4,"8814 BAY PARKWAY, 6J", ,11214,0,0,0,0,0,1928, 	2 ,D4, $	-00.00 ,2/21/18
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS              ,2,6370,1301, ,R2,88 BAY 20TH   STREET,1A,11214,1,0,1,0,0,2012, 	2 ,R2, $	-00.00 ,9/8/17
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS              ,2,6370,1320, ,R2,98 BAY 20TH STREET,3C,11214,1,0,1,0,0,2012, 	2 ,R2," $	475,000.00 ",4/10/17
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS              ,2,6402,1003, ,R2,8696 18TH   AVENUE,2A,11214,1,0,1,0,0,0, 	2 ,R2," $	560,000.00 ",5/10/17
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS              ,2,6402,1009, ,R2,8696 18TH AVENUE,3C,11214,1,0,1,0,0,0, 	2 ,R2," $	780,000.00 ",11/21/17
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS              ,2,6402,1010, ,R2,8696 18TH   AVENUE,3D,11214,1,0,1,0,0,0, 	2 ,R2," $	723,000.00 ",10/13/17
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS              ,2,6425,1007, ,R2,1428 BATH AVENUE,2B,11228,1,0,1,0,0,0, 	2 ,R2," $	680,000.00 ",12/18/17
3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS            ,2,6405,1006, ,R4,145 BAY 20TH   STREET,6,11214,1,0,1,0,0,0, 	2 ,R4," $	290,000.00 ",5/23/17
3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS            ,2,6414,1010, ,R4,8686 BAY PARKWAY,2F,11214,1,0,1,0,0,0, 	2 ,R4, $	-00.00 ,7/20/17
3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS            ,2,6414,1025, ,R4,8686 BAY PARKWAY,5C,11214,1,0,1,0,0,0, 	2 ,R4," $	690,000.00 ",1/5/18
3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS            ,2,6414,1031, ,R4,8686 BAY PARKWAY,6C,11214,1,0,1,0,0,0, 	2 ,R4," $	635,000.00 ",3/27/17
3,BATH BEACH,14 RENTALS - 4-10 UNIT                     ,2A,6429,42, ,S4,1572 BATH AVENUE, ,11228,4,1,5,"1,234","2,093",1921, 	2 ,S4, $	-00.00 ,6/8/17
3,BATH BEACH,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,6380,1002, ,R1,15 BAY 29 STREET,3B,11214,1,0,1,0,0,2002, 	2 ,R1," $	600,000.00 ",8/18/17
3,BATH BEACH,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,6380,1104, ,R1,8622 BAY PARKWAY,3D,11214,1,0,1,0,0,2002, 	2 ,R1, $	-00.00 ,12/22/17
3,BATH BEACH,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,6380,1106, ,R1,8622 BAY PARKWAY,3F,11214,1,0,1,0,0,2002, 	2 ,R1," $	680,000.00 ",11/30/17
3,BATH BEACH,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,6446,1203, ,R1,2138 BATH AVENUE,1B,11214,1,0,1,0,0,2007, 	2 ,R1," $	618,000.00 ",8/23/17
3,BATH BEACH,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,6446,1201, ,R8,2138 BATH AVENUE,M1,11214,0,1,1,0,0,2007, 	2 ,R8," $	870,000.00 ",3/24/17
3,BATH BEACH,17 CONDO COOPS                             ,2,6411,1002, ,R9,"153 BAY 26TH STREET, 1", ,11214,0,0,0,0,0,1922, 	2 ,R9," $	185,000.00 ",1/19/18
3,BATH BEACH,21 OFFICE BUILDINGS                        ,4,6366,48, ,O2,1724 86TH   STREET, ,11214,0,0,0,"1,300","3,900",1931, 	4 ,O2, $	-00.00 ,8/2/17
3,BATH BEACH,21 OFFICE BUILDINGS                        ,4,6403,20, ,O8,8721 18TH   AVENUE, ,11214,1,1,2,962,"1,782",1922, 	4 ,O8," $	1,475,000.00 ",1/23/18
3,BATH BEACH,22 STORE BUILDINGS                         ,4,6366,47, ,K4,1722 86TH   STREET, ,11214,0,3,3,"1,251","2,565",1931, 	4 ,K4, $	-00.00 ,8/2/17
3,BATH BEACH,22 STORE BUILDINGS                         ,4,6372,53, ,K4,1916 86TH STREET, ,11214,1,1,2,"1,900","2,850",1931, 	4 ,K4," $	1,850,000.00 ",7/13/17
3,BATH BEACH,22 STORE BUILDINGS                         ,4,6373,46, ,K2,1934 86TH STREET, ,11214,0,4,4,"2,000","3,800",1925, 	4 ,K2," $	1,700,000.00 ",4/7/17
