BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16047,53, ,B2,69-46 ALMEDA AVENUE, ,11692,2,0,2,"2,000","1,720",1920,1,B2,"827,689",10/4/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16047,57, ,B2,6954 ALMEDA AVENUE, ,11692,2,0,2,"2,000","1,920",1920,1,B2,0,4/24/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16047,61, ,S2,69-62 ALMEDA AVENUE, ,11692,2,1,3,"2,000","2,032",1920,1,S2,"390,000",11/7/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16048,2, ,B2,69-59 ALMEDA AVENUE, ,11692,2,0,2,"3,033","1,848",2003,1,B2,"265,000",12/19/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16048,37, ,B3,69-16 BURCHELL AVENUE, ,11692,2,0,2,"4,400","2,416",1915,1,B3,0,6/16/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16049,41, ,B3,69-26 ELIZABETH AVENUE, ,11692,2,0,2,"4,000","2,941",1920,1,B3,"549,000",8/31/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16049,41, ,B3,69-26 ELIZABETH AVENUE, ,11692,2,0,2,"4,000","2,941",1920,1,B3,"223,000",4/19/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16051,65, ,B3,6957 THURSBY AVENUE, ,11692,2,0,2,"4,000","1,240",1930,1,B3,0,3/9/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16052,18, ,B2,69-23 HESSLER AVENUE, ,11692,2,0,2,"3,000","1,925",1920,1,B2,"145,105",7/26/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16052,33, ,B2,431 BEACH 69 STREET, ,11692,2,0,2,"4,000","2,950",1920,1,B2,0,11/18/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16052,35, ,B2,427 BEACH 69TH STREET, ,11692,2,0,2,"4,000","1,976",1920,1,B2,"515,000",4/28/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16052,53, ,B2,69-32 GOUVERNEUR AVENUE, ,11692,2,0,2,"2,500","1,692",1915,1,B2,"245,000",2/26/2018
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16052,60, ,B2,430 BEACH 72 STREET, ,11692,2,0,2,"3,000","2,000",2004,1,B2,"485,000",5/31/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16053,12, ,B2,69-39 GOUVERNEUR AVENUE, ,11692,2,0,2,"3,500","2,066",2004,1,B2,"473,000",10/20/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16053,28, ,B2,417 BEACH 69TH STREET, ,11692,2,0,2,"5,000","2,664",1915,1,B2,"395,000",3/7/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16053,37, ,B2,69-06 BEACH CHANNEL DRIVE, ,11692,2,0,2,"2,600","1,852",2006,1,B2,"1,029,816",3/10/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16058,12, ,B2,72-06 ALMEDA AVENUE, ,11692,2,0,2,"3,000","2,001",1998,1,B2,"442,900",8/25/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16058,17, ,B2,72-16 ALMEDA AVENUE, ,11692,2,0,2,"3,000","2,001",1997,1,B2,"410,000",11/17/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16064,46, ,B3,72-30 BURCHELL AVENUE, ,11692,2,0,2,"3,000","1,680",1930,1,B3,"456,000",11/28/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16065,27, ,B2,72-29 BURCHELL AVENUE, ,11692,2,0,2,"3,400","2,000",2004,1,B2,"460,000",3/29/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16065,48, ,B2,527 BEACH 72 STREET, ,11692,2,0,2,"4,000","2,068",1930,1,B2,"336,340",11/30/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16067,33, ,B3,451 BEACH 72ND STREET, ,11692,2,0,2,"2,000",700,1930,1,B3,"261,000",1/10/2018
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16067,33, ,B3,451 BEACH 72 STREET, ,11692,2,0,2,"2,000",700,1930,1,B3,"75,000",9/8/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16078,15, ,B3,335 BEACH 73 STREET, ,11692,2,0,2,"3,000","1,332",1920,1,B3,0,11/15/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16078,15, ,B3,335 BEACH 73RD, ,11692,2,0,2,"3,000","1,332",1920,1,B3,"255,021",9/22/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16078,15, ,B3,335 BEACH 73 STREET, ,11692,2,0,2,"3,000","1,332",1920,1,B3,"260,200",7/10/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16089,20, ,B2,240 BEACH BREEZE PLACE, ,11692,2,0,2,"3,300","3,681",2004,1,B2,"530,000",6/28/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16089,32, ,B2,74-07 AQUATIC DRIVE, ,11692,2,0,2,"2,555","2,238",2004,1,B2,"689,000",9/18/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16089,34, ,B2,203 AQUATIC PLACE, ,11692,2,0,2,"2,871","2,905",2004,1,B2,"705,000",6/29/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16090,46, ,B2,7518 AQUATIC DRIVE, ,11692,2,0,2,"2,161","2,905",2004,1,B2,"730,000",5/12/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16090,53, ,B2,7507 AQUATIC DRIVE, ,11692,2,0,2,"2,097","2,238",2004,1,B2,"680,000",6/23/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16091,29, ,B2,76-01 AQUATIC DRIVE, ,11692,2,0,2,"2,596","2,238",2004,1,B2,"699,000",9/20/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16091,30, ,B2,7605 AQUATIC DRIVE, ,11692,2,0,2,"2,097","2,238",2004,1,B2,0,3/24/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16091,42, ,B2,207 BEACH BREEZE LANE, ,11692,2,0,2,"1,964","2,905",2004,1,B2,"615,000",5/31/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16091,45, ,B2,2-04 BEACH 77 STREET, ,11692,2,0,2,"2,754","2,905",2004,1,B2,"625,000",7/6/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,34, ,B2,6905 CATAMARAN WAY, ,11692,2,0,2,"2,110","2,944",2007,1,B2,"780,000",7/17/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,69, ,B2,7010 CORAL REEF WAY, ,11692,2,0,2,"3,892","2,935",2007,1,B2,0,11/13/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,69, ,B2,7010 CORAL REEF WAY, ,11692,2,0,2,"3,892","2,935",2007,1,B2,0,9/29/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,69, ,B2,7010 CORAL REEF WAY, ,11692,2,0,2,"3,892","2,935",2007,1,B2,"821,000",3/17/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,71, ,B2,7018 CORAL REEF WAY, ,11692,2,0,2,"2,277","2,920",2007,1,B2,"800,000",7/25/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,77, ,B2,175 COMMODORE CIRCLE WES, ,11692,2,0,2,"2,122","2,926",2007,1,B2,"737,500",4/7/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,112, ,B2,141 MERIDIAN BOULEVARD, ,11692,2,0,2,"2,180","2,242",2007,1,B2,0,7/10/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,114, ,B2,133 MERIDIAN BLVD, ,11692,2,0,2,"1,856","2,920",2007,1,B2,"810,000",10/25/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,119, ,B2,72-14 SANDY DUNE WAY, ,11692,2,0,2,"3,684","2,920",2007,1,B2,0,1/23/2018
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,119, ,B2,7214 SANDY DUNE WAY, ,11692,2,0,2,"3,684","2,920",2007,1,B2,"885,000",8/4/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16096,15, ,B2,73-17 ARVERNE MEWS DRIVE, ,11692,2,0,2,"1,746","2,438",2003,1,B2,"642,000",9/8/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16096,23, ,B2,7317 SPINNAKER DRIVE, ,11692,2,0,2,"2,303","2,438",2003,1,B2,"885,000",3/1/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16096,31, ,B2,149 BEACH 73 STREET, ,11692,2,0,2,"2,791","2,420",2003,1,B2,0,10/27/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16096,33, ,B2,73-11 ARVERNE MEWS DRIVE, ,11692,2,0,2,"1,945","2,438",2003,1,B2,"150,000",8/4/2017
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,15890,16, ,C0,53-08 ROCKAWAY BEACH BLVD, ,11691,3,0,3,"3,931","2,106",1905,1,C0,10,12/9/2017
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,15916,35, ,C0,334 BEACH 69 STREET, ,11692,3,0,3,"3,933","2,538",1901,1,C0,"569,000",10/23/2017
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,15916,68, ,C0,319 BEACH 68TH STREET, ,11692,3,0,3,"4,000","2,348",1910,1,C0,0,3/30/2017
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16032,29, ,C0,560 BEACH 66TH STREET, ,11692,3,0,3,"4,000","2,081",1950,1,C0,"135,000",9/23/2017
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16033,11, ,C0,524 BEACH 67 STREET, ,11692,3,0,3,"4,000","2,147",1930,1,C0,"425,000",7/18/2017
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16049,20, ,C0,6917 BURCHELL AVE, ,11692,3,0,3,"4,000","3,220",1925,1,C0,"125,000",8/3/2017
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16053,49, ,C0,70-04 BEACH CHANNEL DRIVE, ,11692,3,0,3,"4,000","2,693",1910,1,C0,0,1/17/2018
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16064,22, ,C0,72-15 ALMEDA AVENUE, ,11692,3,0,3,"4,000","2,259",1915,1,C0,"253,500",6/21/2017
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16081,35, ,C0,311 BEACH 69TH ST, ,11692,3,0,3,"6,000","3,267",1920,1,C0,"100,000",1/19/2018
4,ARVERNE,04 TAX CLASS 1 CONDOS                      ,1A,15904,1007, ,R3,188 BEACH 62ND STREET,44,11692,1,0,1,0,0,2007,1,R3,"295,648",3/17/2017
4,ARVERNE,04 TAX CLASS 1 CONDOS                      ,1A,15931,1005, ,R3,128 BEACH 60 STREET,98,11692,1,0,1,0,0,2007,1,R3,"140,000",2/21/2018
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,15907,60, ,V0,62-11 BEACH CHANNEL DRIVE, ,11692,0,0,0,"3,486",0,0,1,V0,"999,500",11/21/2017
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,15907,65, ,V0,62-07 BEACH CHANNEL DRIVE, ,11692,0,0,0,"4,791",0,0,1,V0,0,11/21/2017
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,15907,67, ,V0,62-03 BEACH CHANNEL DRIVE, ,11692,0,0,0,"3,600",0,0,1,V0,0,11/21/2017
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,15962,102, ,V0,510 BEACH 44 STREET, ,11691,0,0,0,"2,169",0,0,1,V0,"45,000",3/8/2017
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16029,4, ,V0,ALMEDA AVENUE, ,11692,0,0,0,"4,200",0,0,1,V0,0,3/21/2017
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16034,50, ,V0,BEACH 67 STREET, ,11692,0,0,0,"4,000",0,0,1,V0,"100,000",4/7/2017
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16064,24, ,V0,N/A ALMEDA AVENUE, ,11692,0,0,0,"4,000",0,0,1,V0,0,6/21/2017
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16064,25, ,V0,N/A ALMEDA AVENUE, ,11692,0,0,0,"2,000",0,0,1,V0,0,6/21/2017
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16067,32, ,V0,N/A BEACH 72 STREET, ,11692,0,0,0,"2,000",0,0,1,V0,0,1/10/2018
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16067,32, ,V0,N/A BEACH 72 STREET, ,11692,0,0,0,"2,000",0,0,1,V0,0,9/8/2017
4,ARVERNE,06 TAX CLASS 1 - OTHER                     ,1,15968,94, ,G0,435 BEACH 45 STREET, ,11691,1,0,1,"1,890",0,1950,1,G0,0,10/12/2017
4,ARVERNE,06 TAX CLASS 1 - OTHER                     ,1,16034,71, ,G0,501 BEACH 67TH STREET, ,11692,0,0,0,"5,000",581,1931,1,G0,0,8/17/2017
4,ARVERNE,07 RENTALS - WALKUP APARTMENTS             ,2A,15913,61, ,C3,344 BEACH 67 STREET, ,11692,4,0,4,"3,500","2,000",1930,2,C3,"120,000",5/3/2017
4,ARVERNE,22 STORE BUILDINGS                         ,4,15913,64, ,K1,66-19 BEACH CHANNEL DRIVE, ,11692,0,1,1,"3,494","2,100",1930,4,K1,"397,100",10/2/2017
4,ARVERNE,22 STORE BUILDINGS                         ,4,16065,75, ,K1,72-58 ELIZABETH AVENUE, ,11692,0,1,1,"21,850",900,1930,4,K1,"340,000",9/18/2017
4,ARVERNE,29 COMMERCIAL GARAGES                      ,4,16065,65, ,G7,72-38 ELIZABETH AVENUE, ,11692,0,0,0,"4,000",0,0,4,G7,"80,000",11/15/2017
4,ARVERNE,31 COMMERCIAL VACANT LAND                  ,4,15853,40, ,V1,46-01 ROCKAWAY BEACH BLVD, ,11691,0,0,0,"32,371",0,0,4,V1,1,12/28/2017
4,ARVERNE,31 COMMERCIAL VACANT LAND                  ,2,15939,103, ,D6,67-10 ROCKAWAY BEACH BLVD, ,11692,126,1,127,"56,135","145,883",2017,4,V1,0,7/21/2017
4,ARVERNE,31 COMMERCIAL VACANT LAND                  ,4,15971,8, ,V1,NORTON AVENUE, ,11691,0,0,0,"5,946",0,0,4,V1,"97,132",4/25/2017
4,ARVERNE,31 COMMERCIAL VACANT LAND                  ,1,16005,34, ,B2,6219 DE COSTA AVENUE, ,11692,2,0,2,"3,179","2,281",2017,4,V1,"579,571",9/15/2017
4,ARVERNE,31 COMMERCIAL VACANT LAND                  ,1,16005,35, ,B2,62-21 DECOSTA AVE, ,11692,2,0,2,"3,179","2,281",2017,4,V1,"475,566",8/18/2017
4,ARVERNE,31 COMMERCIAL VACANT LAND                  ,4,16078,57, ,V1,338 BEACH 74 STREET, ,11692,0,0,0,"2,500",0,0,4,V1,0,11/22/2017
4,ARVERNE,32 HOSPITAL AND HEALTH FACILITIES          ,4,16070,24, ,I9,415 BEACH 72 STREET, ,11692,0,1,1,"6,000","3,600",1950,4,I9,0,5/22/2017
4,ARVERNE,35 INDOOR PUBLIC AND CULTURAL FACILITIES   ,4,16088,100, ,P3,207 BEACH 73 STREET, ,11692,0,1,1,"120,140","38,485",2012,4,P3,"1,880,000",12/18/2017
4,ARVERNE,36 OUTDOOR RECREATIONAL FACILITIES         ,4,16063,18, ,Q8,BARBADOES DRIVE, ,11692,0,0,0,"3,000",0,0,4,Q8,"45,500",10/31/2017
4,ARVERNE,36 OUTDOOR RECREATIONAL FACILITIES         ,4,16063,24, ,Q8,BARBADOES DRIVE, ,11692,0,0,0,"3,000",0,0,4,Q8,"60,000",10/20/2017
4,ARVERNE,36 OUTDOOR RECREATIONAL FACILITIES         ,4,16065,69, ,Q8,ELIZABETH AVENUE, ,11692,0,0,0,"10,000",0,0,4,Q8,"90,000",2/15/2018
4,ARVERNE,41 TAX CLASS 4 - OTHER                     ,4,16065,67, ,Z9,N/A ELIZABETH AVENUE, ,11692,0,0,0,"4,000",0,0,4,Z9,0,11/15/2017
4,ARVERNE,41 TAX CLASS 4 - OTHER                     ,4,16078,3, ,Z9,N/A BEACH 74 STREET, ,11692,0,0,0,"4,000",0,0,4,Z9,0,11/22/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,552,19, ,S1,21-10 31ST   AVENUE, ,11106,1,1,2,"2,850","3,276",1984,1,S1,"2,500,000",4/12/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,565,42, ,A5,23-21 33RD   ROAD, ,11106,1,0,1,"1,566","1,224",1945,1,A5,"625,000",3/23/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,584,45, ,A5,34-40 29TH STREET, ,11106,1,0,1,"2,300","1,850",1945,1,A5,"1,240,000",11/10/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,589,49, ,A1,31-18 31 STREET, ,11106,1,0,1,"2,668","1,274",1925,1,A1,"2,210,000",12/7/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,595,31, ,S1,28-44 31ST   STREET, ,11102,1,1,2,"2,000","2,400",1928,1,S1,"1,275,000",11/30/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,610,42, ,A1,3434 34 STREET, ,11106,1,0,1,"2,500","1,760",1930,1,A1,0,11/15/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,622,60, ,A3,32-36 35TH   STREET, ,11106,1,0,1,"2,500","1,204",1920,1,A3,0,7/12/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,630,19, ,A1,36-08 28TH AVENUE, ,11103,1,0,1,"2,500","1,600",1910,1,A1,0,8/16/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,630,30, ,S1,28-24 37TH STREET, ,11103,1,1,2,"2,500","2,016",1930,1,S1,0,10/18/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,646,23, ,A9,32-35 35TH STREET, ,11106,1,0,1,"2,456",800,1910,1,A9,"1,150,000",12/12/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,647,7, ,A9,32-77 36TH STREET, ,11106,1,0,1,"2,500","1,035",1901,1,A9,0,12/19/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,650,52, ,A5,30-16 36 STREET, ,11103,1,0,1,"2,003","1,800",1930,1,A5,0,8/3/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,651,30, ,A5,30-39 36TH   STREET, ,11103,1,0,1,"2,000","1,800",1925,1,A5,0,7/14/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,652,52, ,A5,25-14 37TH   STREET, ,11103,1,0,1,"1,815","1,362",1945,1,A5,"700,000",6/30/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,659,17, ,A5,30-71 37TH   STREET, ,11103,1,0,1,"1,173","1,375",1940,1,A5,0,8/25/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,682,30, ,A1,30-84 42ND   STREET, ,11103,1,0,1,"2,500","1,385",1925,1,A1,0,4/3/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,685,30, ,A1,25-39 41ST STREET, ,11103,1,0,1,"6,000","2,127",1925,1,A1,0,12/21/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,708,68, ,A5,3272 46TH STREET, ,11103,1,0,1,"2,000","2,290",1940,1,A5,0,1/24/2018
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,715,50, ,A2,25-16 45TH   STREET, ,11103,1,0,1,"1,900",802,1955,1,A2,"750,000",1/16/2018
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,715,54, ,A2,25-26 45TH   STREET, ,11103,1,0,1,"2,375",802,1955,1,A2,0,10/14/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,715,56, ,A2,25-30 45TH   STREET, ,11103,1,0,1,"1,900",802,1955,1,A2,0,3/15/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,716,5, ,S1,45-11 28TH   AVENUE, ,11103,1,1,2,"1,900","2,600",1928,1,S1,"800,000",5/1/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,716,50, ,A5,25-12 46TH STREET, ,11103,1,0,1,"2,000","1,600",1925,1,A5,0,10/17/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,722,112, ,A5,32-83 46TH STREET, ,11103,1,0,1,"1,577","1,596",1945,1,A5,0,11/29/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,728,42, ,A5,30-29 46TH STREET, ,11103,1,0,1,"1,650",784,1901,1,A5,"740,000",10/24/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,728,78, ,A2,30-62 47TH   STREET, ,11103,1,0,1,"2,500",865,1901,1,A2,"825,000",6/27/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,730,49, ,A2,25-12 47TH STREET, ,11103,1,0,1,"2,500",836,1935,1,A2,"100,000",12/7/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,730,59, ,A2,25-32 47TH   STREET, ,11103,1,0,1,"2,200","1,683",1945,1,A2,"1,055,000",1/25/2018
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,730,68, ,A5,25-52 47TH   STREET, ,11103,1,0,1,"2,000","1,925",1945,1,A5,"820,000",10/19/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,730,84, ,A5,25-82 47TH STREET, ,11103,1,0,1,"2,000","1,925",1945,1,A5,0,5/22/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,740,77, ,A5,30-54 50TH STREET, ,11377,1,0,1,"1,600","1,448",1945,1,A5,"830,000",8/7/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,742,65, ,A2,28-48 50TH STREET, ,11377,1,0,1,"2,000","1,564",1940,1,A2,"82,358",7/17/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,744,3, ,A5,4817 28TH AVENUE, ,11103,1,0,1,"1,620","1,566",1939,1,A5,0,6/19/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,744,3, ,A5,4817 28TH AVENUE, ,11103,1,0,1,"1,620","1,566",1939,1,A5,0,6/14/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,744,105, ,A5,48-11 28TH AVENUE, ,11103,1,0,1,"1,620","1,566",1939,1,A5,0,2/12/2018
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,755,54, ,A2,19-62 HAZEN ST, ,11370,1,0,1,"2,500",484,1900,1,A2,0,3/9/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,755,55, ,A1,19-64 HAZEN STREET, ,11370,1,0,1,"2,500","1,048",1920,1,A1,0,3/9/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,759,40, ,A1,22-18 48TH STREET, ,11105,1,0,1,"1,580","1,036",1920,1,A1,"720,000",6/19/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,759,50, ,A1,22-36 48TH STREET, ,11105,1,0,1,"2,000","1,008",1920,1,A1,0,11/16/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,760,9, ,A2,21-59 48TH STREET, ,11105,1,0,1,"4,000",570,1900,1,A2,0,8/21/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,761,52, ,A5,2140 48 STREET, ,11105,1,0,1,"1,487","1,456",1989,1,A5,0,7/11/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,761,53, ,A5,2144 48 STREET, ,11105,1,0,1,"1,487","1,456",1989,1,A5,"970,000",1/26/2018
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,761,53, ,A5,2144 48 STREET, ,11105,1,0,1,"1,487","1,456",1989,1,A5,0,7/11/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,763,1, ,A5,47-01 21ST AVENUE, ,11105,1,0,1,"1,746","1,633",1950,1,A5,"915,000",11/9/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,763,70, ,A2,47-19 21ST AVE, ,11105,1,0,1,"4,208","1,324",1920,1,A2,"710,000",6/13/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,772,61, ,A5,20-48 47TH STREET, ,11105,1,0,1,"1,800","1,782",1940,1,A5,0,4/5/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,786,21, ,B3,20-27 43RD STREET, ,11105,2,0,2,"2,000","1,320",1940,1,A5,0,4/16/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,786,35, ,A5,20-02 45TH   STREET, ,11105,1,0,1,"2,000","1,440",1940,1,A5,"700,000",6/21/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,787,37, ,A5,20-04 43RD   STREET, ,11105,1,0,1,"2,000","1,320",1940,1,A5,"720,000",10/27/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,792,74, ,A9,23-13 41ST   STREET, ,11105,1,0,1,"2,038",374,1900,1,A9,0,1/18/2018
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,798,37, ,A9,20-12 42ND STREET, ,11105,1,0,1,"1,242",720,1920,1,A9,"879,000",8/11/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,802,29, ,A2,18-41 41ST   STREET, ,11105,1,0,1,"4,000",724,1915,1,A2,"700,000",2/28/2018
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,808,10, ,A5,21-59 37TH   STREET, ,11105,1,0,1,"2,000","1,650",1930,1,A5,"1,300,000",9/19/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,808,51, ,A5,2146 38TH STREET, ,11105,1,0,1,"2,000","1,560",1930,1,A5,0,6/8/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,808,56, ,A5,21-58 38TH   STREET, ,11105,1,0,1,"2,000","1,490",1930,1,A5,"999,000",3/15/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,818,27, ,A5,24-18 36TH STREET, ,11103,1,0,1,"2,000","1,328",1925,1,A5,0,8/15/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,819,62, ,A2,23-64 37 ST, ,11105,1,0,1,"2,500","1,070",1901,1,A2,0,3/9/2017
